customer_key,customer_id,customer_number,first_name,last_name,gender,country,marital_status,birthdate,create_date
10749,21748,AW00021748,Wyatt,Harris,Male,United States,Single,1979-04-20,2026-01-05
10750,21749,AW00021749,Ashley,Williams,Female,United States,Single,1947-08-25,2026-01-05
10751,21750,AW00021750,Carlos,Reed,Male,United States,Married,1953-10-05,2026-01-05
10752,21751,AW00021751,Logan,Jackson,Male,United States,Married,1948-05-09,2026-01-05
10753,21752,AW00021752,Rafael,Li,Male,Canada,Married,1953-03-31,2026-01-05
10754,21753,AW00021753,Morgan,Robinson,Female,United States,Married,1948-05-21,2026-01-05
10755,21754,AW00021754,Kaitlyn,Lopez,Female,United States,Married,1953-10-05,2026-01-05
10756,21755,AW00021755,Lucas,White,Male,United States,Married,1948-09-20,2026-01-05
10757,21756,AW00021756,Allison,Carter,Female,United States,Married,1949-05-23,2026-01-05
10758,21757,AW00021757,Elijah,Wang,Male,United States,Married,1954-09-08,2026-01-05
10759,21758,AW00021758,Patricia,Malhotra,Female,United States,Married,1949-08-21,2026-01-05
10760,21759,AW00021759,Jennifer,Moore,Female,Canada,Married,1949-10-18,2026-01-05
10761,21760,AW00021760,Margaret,She,Female,United States,Married,1950-04-17,2026-01-05
10762,21761,AW00021761,Makayla,Sanders,Female,United States,Single,1950-02-13,2026-01-05
10763,21762,AW00021762,Andrea,Hernandez,Female,United States,Married,1950-02-22,2026-01-05
10764,21763,AW00021763,Madison,Brown,Female,United States,Married,1962-03-07,2026-01-05
10765,21764,AW00021764,Nathan,Smith,Male,Canada,Married,1950-10-06,2026-01-05
10766,21765,AW00021765,Nathaniel,Kelly,Male,United States,Married,1962-02-08,2026-01-05
10767,21766,AW00021766,Jesse,Baker,Male,United States,Married,1950-11-23,2026-01-05
10768,21767,AW00021767,Mariah,Ramirez,Female,United States,Married,1951-12-11,2026-01-05
10769,21768,AW00021768,Cole,Watson,Male,Canada,Single,1952-02-19,2026-01-05
10770,21769,AW00021769,Michele,Rubio,Female,United States,Single,1951-10-13,2026-01-05
10771,21770,AW00021770,Brandon,Thomas,Male,United States,Married,1957-08-07,2026-01-05
10772,21771,AW00021771,Sheena,Shen,Female,United States,Married,1952-06-08,2026-01-05
10773,21772,AW00021772,Sarah,Patterson,Female,United States,Married,1951-08-16,2026-01-05
10774,21773,AW00021773,Alyssa,Rogers,Female,United States,Married,1951-12-19,2026-01-05
10775,21774,AW00021774,Brian,James,Male,United States,Married,1952-12-19,2026-01-05
10776,21775,AW00021775,Sean,Ramirez,Male,United States,Single,1952-10-20,2026-01-05
10777,21776,AW00021776,Daniel,Thompson,Male,United States,Married,1953-03-03,2026-01-05
10778,21777,AW00021777,Emily,Gonzales,Female,Canada,Married,1952-12-19,2026-01-05
10779,21778,AW00021778,Louis,Shen,Male,United States,Married,1952-10-31,2026-01-05
10780,21779,AW00021779,Maurice,Black,Male,United States,Single,1958-10-01,2026-01-05
10781,21780,AW00021780,Pedro,Gonzalez,Male,United States,Married,1963-08-19,2026-01-05
10782,21781,AW00021781,Jared,Rivera,Male,United States,Married,1952-12-19,2026-01-05
10783,21782,AW00021782,Blake,Martin,Male,United States,Single,1954-02-13,2026-01-05
10784,21783,AW00021783,Kate,Goel,Female,United States,Single,1954-04-18,2026-01-05
10785,21784,AW00021784,Mackenzie,Hernandez,Female,United States,Single,1954-04-04,2026-01-05
10786,21785,AW00021785,Tabitha,Rodriguez,Female,United States,Single,1953-11-08,2026-01-05
10787,21786,AW00021786,Alexis,Bennett,Female,United States,Married,1953-12-30,2026-01-05
10788,21787,AW00021787,Rebecca,Allen,Female,United States,Married,1954-05-15,2026-01-05
10789,21788,AW00021788,Spencer,Barnes,Male,United States,Married,1953-11-01,2026-01-05
10790,21789,AW00021789,Lauren,Griffin,Female,United States,Married,1953-12-23,2026-01-05
10791,21790,AW00021790,James,Diaz,Male,United States,Married,1953-08-23,2026-01-05
10792,21791,AW00021791,Richard,Price,Male,United States,Married,1954-06-18,2026-01-05
10793,21792,AW00021792,Cassidy,Butler,Female,Canada,Married,1954-12-11,2026-01-05
10794,21793,AW00021793,Kaylee,Scott,Female,United States,Married,1955-02-21,2026-01-05
10795,21794,AW00021794,Alyssa,James,Female,United States,Married,1960-09-11,2026-01-05
10796,21795,AW00021795,Tristan,Bennett,Male,United States,Single,1960-01-19,2026-01-05
10797,21796,AW00021796,Emma,Ward,Female,Canada,Married,1955-10-08,2026-01-05
10798,21797,AW00021797,Kelvin,Gao,Male,United States,Married,1956-03-24,2026-01-05
10799,21798,AW00021798,Jade,Sanders,Female,United States,Married,1956-03-24,2026-01-05
10800,21799,AW00021799,Angel,Cook,Male,United States,Married,1956-03-26,2026-01-05
10801,21800,AW00021800,Heidi,Raman,Female,United States,Married,1956-03-18,2026-01-05
10802,21801,AW00021801,Kaylee,Cooper,Female,United States,Married,1956-04-13,2026-01-05
10803,21802,AW00021802,Lucas,Roberts,Male,United States,Married,1955-10-18,2026-01-05
10804,21803,AW00021803,Emily,Thomas,Female,Canada,Married,1957-03-21,2026-01-05
10805,21804,AW00021804,Brooke,Cook,Female,United States,Married,1962-08-07,2026-01-05
10806,21805,AW00021805,Lucas,Russell,Male,United States,Married,1956-10-15,2026-01-05
10807,21806,AW00021806,Kelvin,Xie,Male,United States,Single,1956-08-02,2026-01-05
10808,21807,AW00021807,Amanda,Campbell,Female,United States,Married,1957-05-01,2026-01-05
10809,21808,AW00021808,Amanda,Green,Female,United States,Married,1956-08-19,2026-01-05
10810,21809,AW00021809,Sydney,Thompson,Female,United States,Married,1968-03-30,2026-01-05
10811,21810,AW00021810,Justin,Miller,Male,United States,Married,1957-06-16,2026-01-05
10812,21811,AW00021811,Olivia,Williams,Female,United States,Married,1957-08-11,2026-01-05
10813,21812,AW00021812,Adrian,Bailey,Male,United States,Married,1957-07-04,2026-01-05
10814,21813,AW00021813,Dalton,Brown,Male,Canada,Married,1963-08-30,2026-01-05
10815,21814,AW00021814,Noah,Edwards,Male,United States,Married,1957-09-21,2026-01-05
10816,21815,AW00021815,Gabrielle,Green,Female,Canada,Single,1957-11-02,2026-01-05
10817,21816,AW00021816,Jackson,Roberts,Male,Germany,Single,1964-01-17,2026-01-05
10818,21817,AW00021817,Jerome,Carlson,Male,United Kingdom,Married,1963-10-07,2026-01-05
10819,21818,AW00021818,Willie,Chander,Male,France,Married,1963-04-23,2026-01-05
10820,21819,AW00021819,Chloe,Howard,Female,France,Married,1963-05-02,2026-01-05
10821,21820,AW00021820,Priscilla,Nath,Female,France,Married,1973-12-05,2026-01-05
10822,21821,AW00021821,Clayton,Tang,Male,Germany,Single,1962-11-19,2026-01-05
10823,21822,AW00021822,Gregory,Yuan,Male,United Kingdom,Single,1962-08-26,2026-01-05
10824,21823,AW00021823,Lacey,She,Female,Germany,Single,1967-03-06,2026-01-05
10825,21824,AW00021824,Warren,She,Male,United Kingdom,Married,1961-12-31,2026-01-05
10826,21825,AW00021825,Randy,Zhou,Male,Germany,Married,1961-05-18,2026-01-05
10827,21826,AW00021826,Abigail,Russell,Female,Germany,Married,1961-01-06,2026-01-05
10828,21827,AW00021827,Mallory,Gutierrez,Female,Germany,Married,1960-07-06,2026-01-05
10829,21828,AW00021828,Megan,Gonzales,Female,Germany,Single,1960-08-01,2026-01-05
10830,21829,AW00021829,Carolyn,Rana,Female,United Kingdom,Married,1960-07-17,2026-01-05
10831,21830,AW00021830,Briana,Alonso,Female,United Kingdom,Married,1961-04-15,2026-01-05
10832,21831,AW00021831,Yolanda,Anand,Female,France,Married,1965-08-30,2026-01-05
10833,21832,AW00021832,Pedro,Gill,Male,France,Married,1949-10-25,2026-01-05
10834,21833,AW00021833,Terrance,Gonzalez,Male,Germany,Single,1955-06-16,2026-01-05
10835,21834,AW00021834,Jillian,Mehta,Female,Germany,Married,1955-08-04,2026-01-05
10836,21835,AW00021835,Susan,Sun,Female,Germany,Married,1949-10-20,2026-01-05
10837,21836,AW00021836,Kristi,Raman,Female,Germany,Married,1950-01-08,2026-01-05
10838,21837,AW00021837,Megan,Alexander,Female,Germany,Married,1951-01-21,2026-01-05
10839,21838,AW00021838,Gerald,Ruiz,Male,Germany,Married,1951-03-02,2026-01-05
10840,21839,AW00021839,Billy,Diaz,Male,United Kingdom,Married,1956-10-16,2026-01-05
10841,21840,AW00021840,Stacey,Ma,Female,United Kingdom,Married,1951-05-09,2026-01-05
10842,21841,AW00021841,Lindsay,Nath,Female,United Kingdom,Married,1950-12-10,2026-01-05
10843,21842,AW00021842,Neil,Navarro,Male,Germany,Married,1952-05-13,2026-01-05
10844,21843,AW00021843,Erica,He,Female,Germany,Single,1952-04-01,2026-01-05
10845,21844,AW00021844,James,Long,Male,Germany,Married,1959-10-05,2026-01-05
10846,21845,AW00021845,Cameron,Miller,Male,France,Married,1959-10-31,2026-01-05
10847,21846,AW00021846,Kevin,Patterson,Male,Germany,Married,1960-05-08,2026-01-05
10848,21847,AW00021847,Dominic,Madan,Male,United Kingdom,Single,1959-11-23,2026-01-05
10849,21848,AW00021848,Jerry,Raje,Male,United Kingdom,Married,1958-07-27,2026-01-05
10850,21849,AW00021849,Todd,Chow,Male,France,Married,1957-07-12,2026-01-05
10851,21850,AW00021850,Bruce,Subram,Male,France,Married,1957-03-13,2026-01-05
10852,21851,AW00021851,Stuart,Railson,Male,Germany,Married,1957-03-06,2026-01-05
10853,21852,AW00021852,Eduardo,Johnson,Male,Germany,Married,1957-01-29,2026-01-05
10854,21853,AW00021853,Stacy,Gutierrez,Female,Germany,Married,1956-07-17,2026-01-05
10855,21854,AW00021854,Theresa,Schmidt,Female,United Kingdom,Married,1956-09-17,2026-01-05
10856,21855,AW00021855,Paula,Martin,Female,United Kingdom,Married,1962-08-08,2026-01-05
10857,21856,AW00021856,Emmanuel,Sanchez,Male,United Kingdom,Married,1955-11-08,2026-01-05
10858,21857,AW00021857,Jay,Dominguez,Male,United Kingdom,Single,1955-07-20,2026-01-05
10859,21858,AW00021858,Curtis,Lin,Male,United Kingdom,Single,1971-08-08,2026-01-05
10860,21859,AW00021859,Monica,Kim,Female,France,Single,1954-02-13,2026-01-05
10861,21860,AW00021860,Jacquelyn,Gill,Female,France,Married,1959-01-07,2026-01-05
10862,21861,AW00021861,Kari,Romero,Female,France,Married,1954-04-25,2026-01-05
10863,21862,AW00021862,Michele,Prasad,Female,France,Married,1954-03-04,2026-01-05
10864,21863,AW00021863,Shawna,Anand,Female,Germany,Single,1959-08-19,2026-01-05
10865,21864,AW00021864,Martin,Lopez,Male,United Kingdom,Single,1954-04-21,2026-01-05
10866,21865,AW00021865,Kathryn,Andersen,Female,United Kingdom,Married,1954-05-22,2026-01-05
10867,21866,AW00021866,Shannon,Zhu,Female,France,Married,1952-08-20,2026-01-05
10868,21867,AW00021867,Michael,Ruggiero,Male,France,Married,1953-05-13,2026-01-05
10869,21868,AW00021868,Aimee,Ma,Female,Germany,Married,1952-08-02,2026-01-05
10870,21869,AW00021869,Tina,Prasad,Female,Germany,Married,1953-04-08,2026-01-05
10871,21870,AW00021870,Jenny,Raji,Female,United Kingdom,Married,1953-03-03,2026-01-05
10872,21871,AW00021871,Devin,Adams,Male,Australia,Single,1982-05-05,2026-01-05
10873,21872,AW00021872,Alisha,Lal,Female,Australia,Single,1981-05-30,2026-01-05
10874,21873,AW00021873,Kellie,Navarro,Female,Australia,Married,1981-01-30,2026-01-05
10875,21874,AW00021874,Brandi,Suarez,Female,Australia,Married,1981-11-19,2026-01-05
10876,21875,AW00021875,Cedric,Nara,Male,Australia,Single,1982-02-14,2026-01-05
10877,21876,AW00021876,Philip,Rubio,Male,Australia,Single,1981-10-24,2026-01-05
10878,21877,AW00021877,Clarence,Xu,Male,Australia,Single,1982-02-10,2026-01-05
10879,21878,AW00021878,Bryant,Rana,Male,Australia,Married,1981-10-23,2026-01-05
10880,21879,AW00021879,Louis,Ma,Male,Australia,Single,1980-04-07,2026-01-05
10881,21880,AW00021880,Marc,Gomez,Male,Australia,Married,1985-08-16,2026-01-05
10882,21881,AW00021881,Nicole,Lewis,Female,Australia,Single,1981-04-14,2026-01-05
10883,21882,AW00021882,Jay,Ramos,Male,Australia,Single,1981-03-22,2026-01-05
10884,21883,AW00021883,Patricia,Kapoor,Female,Australia,Single,1979-09-04,2026-01-05
10885,21884,AW00021884,Tabitha,Gutierrez,Female,Australia,Married,1979-01-05,2026-01-05
10886,21885,AW00021885,Rafael,Xu,Male,Australia,Single,1980-06-03,2026-01-05
10887,21886,AW00021886,Jill,Carlson,Female,Australia,Single,1979-11-07,2026-01-05
10888,21887,AW00021887,Ashley,White,Female,Australia,Married,1977-11-09,2026-01-05
10889,21888,AW00021888,Evan,Edwards,Male,Australia,Single,1979-03-04,2026-01-05
10890,21889,AW00021889,Sheila,Navarro,Female,Australia,Married,1979-02-14,2026-01-05
10891,21890,AW00021890,Tiffany,Zeng,Female,Australia,Married,1978-08-05,2026-01-05
10892,21891,AW00021891,Dawn,Nara,Female,Australia,Married,1977-12-21,2026-01-05
10893,21892,AW00021892,Joan,Hernandez,Female,Australia,Married,1977-02-22,2026-01-05
10894,21893,AW00021893,Brandi,Hernandez,Female,Australia,Single,1976-12-12,2026-01-05
10895,21894,AW00021894,David,Li,Male,Australia,Single,1981-11-09,2026-01-05
10896,21895,AW00021895,Kaylee,Gonzalez,Female,Australia,Single,1981-10-05,2026-01-05
10897,21896,AW00021896,Roy,Subram,Male,Australia,Married,1976-01-23,2026-01-05
10898,21897,AW00021897,Francisco,Subram,Male,Australia,Married,1977-04-18,2026-01-05
10899,21898,AW00021898,Devon,Raji,Male,Australia,Married,1976-08-04,2026-01-05
10900,21899,AW00021899,Marie,Vazquez,Female,Australia,Married,1982-04-06,2026-01-05
10901,21900,AW00021900,Robert,Jones,Male,United States,Single,1980-10-14,2026-01-05
10902,21901,AW00021901,Elizabeth,Taylor,Female,United States,Married,1969-11-21,2026-01-05
10903,21902,AW00021902,Natalie,James,Female,United States,Single,1981-03-16,2026-01-05
10904,21903,AW00021903,Fernando,Jenkins,Male,United States,Single,1962-01-12,2026-01-05
10905,21904,AW00021904,Chase,Sandberg,Male,Canada,Married,1967-02-04,2026-01-05
10906,21905,AW00021905,Pedro,Hernandez,Male,United States,Married,1940-03-18,2026-01-05
10907,21906,AW00021906,Miranda,Simmons,Female,United States,Married,1939-08-05,2026-01-05
10908,21907,AW00021907,Jordan,Hall,Female,United States,Married,1940-02-17,2026-01-05
10909,21908,AW00021908,Isabel,Hayes,Female,United States,Married,1939-12-30,2026-01-05
10910,21909,AW00021909,Allison,Ward,Female,United States,Married,1939-12-22,2026-01-05
10911,21910,AW00021910,Rebekah,Perez,Female,Germany,Single,1985-08-13,2026-01-05
10912,21911,AW00021911,Joan,Ross,Female,France,Single,1986-06-22,2026-01-05
10913,21912,AW00021912,Colleen,Kumar,Female,France,Single,1985-09-18,2026-01-05
10914,21913,AW00021913,Arthur,Blanco,Male,France,Single,1985-11-24,2026-01-05
10915,21914,AW00021914,Emily,Brown,Female,Germany,Single,1985-08-18,2026-01-05
10916,21915,AW00021915,Tristan,Wood,Male,United States,Married,1967-10-29,2026-01-05
10917,21916,AW00021916,Jesse,Evans,Male,Canada,Married,1972-02-05,2026-01-05
10918,21917,AW00021917,Dalton,Johnson,Male,United States,Married,1977-12-18,2026-01-05
10919,21918,AW00021918,Carol,Serrano,Female,United States,Single,1967-05-03,2026-01-05
10920,21919,AW00021919,Melissa,Howard,Female,United States,Married,1967-02-04,2026-01-05
10921,21920,AW00021920,Destiny,Bennett,Female,United States,Married,1966-08-15,2026-01-05
10922,21921,AW00021921,Lucas,Collins,Male,Canada,Married,1967-01-30,2026-01-05
10923,21922,AW00021922,Bailey,Ward,Female,United States,Married,1967-05-23,2026-01-05
10924,21923,AW00021923,Justin,Williams,Male,United States,Married,1967-01-17,2026-01-05
10925,21924,AW00021924,Eduardo,Cook,Male,United States,Married,1971-03-10,2026-01-05
10926,21925,AW00021925,Tabitha,Dominguez,Female,Canada,Single,1966-01-30,2026-01-05
10927,21926,AW00021926,Melanie,Henderson,Female,United States,Single,1973-01-11,2026-01-05
10928,21927,AW00021927,Meredith,Browning,Female,United States,Single,1973-03-15,2026-01-05
10929,21928,AW00021928,Karl,Luo,Male,United States,Single,1972-08-30,2026-01-05
10930,21929,AW00021929,Karen,Perry,Female,United States,Single,1984-05-14,2026-01-05
10931,21930,AW00021930,Marissa,Perry,Female,United States,Single,1984-01-20,2026-01-05
10932,21931,AW00021931,Marcus,Wood,Male,United States,Married,1966-03-20,2026-01-05
10933,21932,AW00021932,Leonard,Kumar,Male,United States,Married,1970-12-10,2026-01-05
10934,21933,AW00021933,Nicole,Martin,Female,United States,Married,1965-04-01,2026-01-05
10935,21934,AW00021934,Jennifer,Cox,Female,United States,Married,1964-12-07,2026-01-05
10936,21935,AW00021935,Victoria,Simmons,Female,United States,Married,1970-07-24,2026-01-05
10937,21936,AW00021936,Emma,Reed,Female,United States,Married,1970-12-11,2026-01-05
10938,21937,AW00021937,Morgan,Ross,Female,United States,Single,1970-11-23,2026-01-05
10939,21938,AW00021938,Savannah,Hall,Female,United States,Married,1970-06-09,2026-01-05
10940,21939,AW00021939,Thomas,Roberts,Male,Canada,Married,1970-03-07,2026-01-05
10941,21940,AW00021940,Alejandro,Sharma,Male,United States,Married,1965-01-20,2026-01-05
10942,21941,AW00021941,Gail,Moore,Female,United States,Single,1963-08-19,2026-01-05
10943,21942,AW00021942,Julia,Roberts,Female,United States,Married,1964-03-04,2026-01-05
10944,21943,AW00021943,Cindy,Mehta,Female,Australia,Single,1975-02-05,2026-01-05
10945,21944,AW00021944,Daisy,Jim├⌐nez,Female,Australia,Married,1980-09-16,2026-01-05
10946,21945,AW00021945,Pearlie,Rusek,Female,Australia,Single,1985-08-13,2026-01-05
10947,21946,AW00021946,Michele,Deng,Female,Australia,Married,1974-07-03,2026-01-05
10948,21947,AW00021947,Diane,Romero,Female,Australia,Married,1975-04-08,2026-01-05
10949,21948,AW00021948,Ann,Madan,Female,Australia,Married,1974-10-10,2026-01-05
10950,21949,AW00021949,Clayton,Chavez,Male,Australia,Single,1980-09-23,2026-01-05
10951,21950,AW00021950,Armando,Hernandez,Male,Australia,Single,1974-10-03,2026-01-05
10952,21951,AW00021951,Orlando,Hernandez,Male,Australia,Single,1981-11-23,2026-01-05
10953,21952,AW00021952,Latasha,Vazquez,Female,Australia,Single,1974-01-03,2026-01-05
10954,21953,AW00021953,Marvin,Vazquez,Male,Australia,Married,1973-01-18,2026-01-05
10955,21954,AW00021954,Yolanda,Andersen,Female,Australia,Single,1978-05-20,2026-01-05
10956,21955,AW00021955,Jenny,Ferrier,Female,Australia,Single,1975-02-19,2026-01-05
10957,21956,AW00021956,Jay,Kapoor,Male,Australia,Single,1975-04-15,2026-01-05
10958,21957,AW00021957,Kathryn,Shen,Female,Australia,Married,1974-11-15,2026-01-05
10959,21958,AW00021958,Mallory,Blanco,Female,Australia,Single,1975-04-18,2026-01-05
10960,21959,AW00021959,Jimmy,Dominguez,Male,Australia,Married,1975-01-13,2026-01-05
10961,21960,AW00021960,Dawn,Liu,Female,Australia,Married,1972-08-17,2026-01-05
10962,21961,AW00021961,Chelsea,Garcia,Female,Australia,Married,1978-04-16,2026-01-05
10963,21962,AW00021962,Kristi,Smith,Female,Australia,Single,1972-10-28,2026-01-05
10964,21963,AW00021963,Jacquelyn,Serrano,Female,Australia,Married,1978-08-19,2026-01-05
10965,21964,AW00021964,Devon,Nara,Male,Australia,Married,1973-01-30,2026-01-05
10966,21965,AW00021965,Bethany,Raheem,Female,Australia,Married,1972-02-21,2026-01-05
10967,21966,AW00021966,Ross,Sai,Male,Australia,Married,1972-04-25,2026-01-05
10968,21967,AW00021967,Charles,Sanders,Male,Australia,Married,1970-10-07,2026-01-05
10969,21968,AW00021968,Jaime,Deng,Male,Australia,Single,1974-02-01,2026-01-05
10970,21969,AW00021969,Latoya,Deng,Female,Australia,Single,1973-09-22,2026-01-05
10971,21970,AW00021970,Jada,Rivera,Female,Australia,Single,1986-02-13,2026-01-05
10972,21971,AW00021971,Warren,Shan,Male,Australia,Married,1969-11-21,2026-01-05
10973,21972,AW00021972,Mandy,She,Female,Australia,Married,1975-09-29,2026-01-05
10974,21973,AW00021973,Janet,Vazquez,Female,Australia,Married,1969-08-14,2026-01-05
10975,21974,AW00021974,Whitney,Suri,Female,Australia,Single,1986-01-30,2026-01-05
10976,21975,AW00021975,Alfredo,Ruiz,Male,Australia,Married,1974-01-01,2026-01-05
10977,21976,AW00021976,Jacqueline,Torres,Female,Australia,Single,1968-12-28,2026-01-05
10978,21977,AW00021977,Phillip,Malhotra,Male,Australia,Single,1969-01-17,2026-01-05
10979,21978,AW00021978,Tracy,Deng,Female,Australia,Married,1972-09-04,2026-01-05
10980,21979,AW00021979,Philip,Gutierrez,Male,Australia,Married,1973-09-12,2026-01-05
10981,21980,AW00021980,Beth,Moreno,Female,Australia,Single,1967-03-10,2026-01-05
10982,21981,AW00021981,Isabella,Henderson,Female,Australia,Married,1972-04-07,2026-01-05
10983,21982,AW00021982,Deborah,Lal,Female,Australia,Married,1966-08-25,2026-01-05
10984,21983,AW00021983,Glenn,Liang,Male,Australia,Married,1966-09-19,2026-01-05
10985,21984,AW00021984,Kristy,Suarez,Female,Australia,Single,1971-02-15,2026-01-05
10986,21985,AW00021985,Eddie,Torres,Male,Australia,Married,1966-04-13,2026-01-05
10987,21986,AW00021986,Kristi,Chapman,Female,Australia,Single,1965-12-09,2026-01-05
10988,21987,AW00021987,Theodore,Dominguez,Male,Australia,Single,1971-06-03,2026-01-05
10989,21988,AW00021988,Alisha,Zhao,Female,Australia,Married,1970-10-01,2026-01-05
10990,21989,AW00021989,Erik,Jimenez,Male,Australia,Married,1970-09-30,2026-01-05
10991,21990,AW00021990,Alejandro,Rai,Male,Australia,Single,1976-03-11,2026-01-05
10992,21991,AW00021991,Teresa,Gill,Female,Australia,Married,1971-01-11,2026-01-05
10993,21992,AW00021992,Alejandro,Zhang,Male,Australia,Single,1971-02-24,2026-01-05
10994,21993,AW00021993,Craig,Sanz,Male,Australia,Married,1981-03-16,2026-01-05
10995,21994,AW00021994,Natasha,Ruiz,Female,Australia,Single,1964-09-09,2026-01-05
10996,21995,AW00021995,Kathryn,Raji,Female,Australia,Single,1967-09-19,2026-01-05
10997,21996,AW00021996,Amy,Gao,Female,Australia,Married,1967-05-19,2026-01-05
10998,21997,AW00021997,Dennis,Xu,Male,Australia,Married,1963-09-11,2026-01-05
10999,21998,AW00021998,Erik,Hernandez,Male,Australia,Married,1964-05-07,2026-01-05
11000,21999,AW00021999,Julia,Barnes,Female,Australia,Married,1969-05-09,2026-01-05
11001,22000,AW00022000,Cynthia,Chandra,Female,Australia,Married,1969-09-07,2026-01-05
11002,22001,AW00022001,Gregory,Chander,Male,Australia,Single,1963-04-20,2026-01-05
11003,22002,AW00022002,Kristen,Chen,Female,Australia,Married,1942-02-02,2026-01-05
11004,22003,AW00022003,Jill,Navarro,Female,Australia,Married,1942-02-20,2026-01-05
11005,22004,AW00022004,Meghan,Ortega,Female,Australia,Married,1966-02-13,2026-01-05
11006,22005,AW00022005,Pamela,Mehta,Female,Australia,Married,1965-08-31,2026-01-05
11007,22006,AW00022006,Jon,Nara,Male,Australia,Married,1965-12-18,2026-01-05
11008,22007,AW00022007,Kaylee,Hernandez,Female,United States,Single,1982-03-13,2026-01-05
11009,22008,AW00022008,Alisha,Ye,Female,Canada,Single,1980-10-05,2026-01-05
11010,22009,AW00022009,Ross,Alvarez,Male,United States,Single,1980-08-08,2026-01-05
11011,22010,AW00022010,Henry,Lopez,Male,United States,Single,1981-01-09,2026-01-05
11012,22011,AW00022011,Richard,Patterson,Male,United States,Single,1986-05-13,2026-01-05
11013,22012,AW00022012,Regina,Malhotra,Female,United States,Single,1985-12-24,2026-01-05
11014,22013,AW00022013,Marcus,Jenkins,Male,United States,Single,1986-05-01,2026-01-05
11015,22014,AW00022014,Jose,Gonzales,Male,Canada,Single,1985-11-16,2026-01-05
11016,22015,AW00022015,Mary,Turner,Female,Canada,Married,1986-04-14,2026-01-05
11017,22016,AW00022016,Terrence,Andersen,Male,United States,Single,1986-04-21,2026-01-05
11018,22017,AW00022017,Sharon,She,Female,Australia,Married,1943-06-08,2026-01-05
11019,22018,AW00022018,Todd,Sun,Male,Australia,Married,1942-11-06,2026-01-05
11020,22019,AW00022019,Rachel,Bryant,Female,Canada,Married,1983-08-23,2026-01-05
11021,22020,AW00022020,Jaime,Shan,Male,Australia,Married,1943-10-16,2026-01-05
11022,22021,AW00022021,Ethan,White,Male,United States,Single,1983-03-20,2026-01-05
11023,22022,AW00022022,Christopher,Davis,Male,United States,Single,1983-05-04,2026-01-05
11024,22023,AW00022023,Rafael,Chen,Male,United States,Single,1982-10-29,2026-01-05
11025,22024,AW00022024,Samuel,Chen,Male,United States,Single,1982-08-11,2026-01-05
11026,22025,AW00022025,Riley,Peterson,Female,United States,Single,1982-12-04,2026-01-05
11027,22026,AW00022026,Bridget,Kennedy,Female,Canada,Married,1984-10-04,2026-01-05
11028,22027,AW00022027,Franklin,Luo,Male,Canada,Single,1984-12-02,2026-01-05
11029,22028,AW00022028,Jodi,Shen,Female,Australia,Married,1945-05-21,2026-01-05
11030,22029,AW00022029,Laura,Gao,Female,Australia,Married,1945-05-02,2026-01-05
11031,22030,AW00022030,Barbara,Shen,Female,Australia,Married,1945-11-19,2026-01-05
11032,22031,AW00022031,Jorge,Cai,Male,Australia,Married,1946-02-09,2026-01-05
11033,22032,AW00022032,Ivan,Fernandez,Male,Australia,Married,1948-03-11,2026-01-05
11034,22033,AW00022033,Marshall,Zhao,Male,Australia,Single,1947-12-15,2026-01-05
11035,22034,AW00022034,Seth,Clark,Male,United States,Married,1981-10-01,2026-01-05
11036,22035,AW00022035,Ryan,Wilson,Male,United States,Married,1982-05-09,2026-01-05
11037,22036,AW00022036,Gabriella,Hall,Female,United States,Single,1981-04-30,2026-01-05
11038,22037,AW00022037,Angela,Gonzales,Female,United States,Married,1980-11-28,2026-01-05
11039,22038,AW00022038,Isabella,Jackson,Female,United States,Single,1985-02-14,2026-01-05
11040,22039,AW00022039,Marissa,Simmons,Female,United States,Single,1979-09-13,2026-01-05
11041,22040,AW00022040,Devin,Brown,Male,United States,Married,1980-04-14,2026-01-05
11042,22041,AW00022041,Paige,Morris,Female,Canada,Single,1978-10-31,2026-01-05
11043,22042,AW00022042,Abigail,Bryant,Female,United States,Married,1983-08-18,2026-01-05
11044,22043,AW00022043,Trinity,Cox,Female,United States,Single,1978-02-09,2026-01-05
11045,22044,AW00022044,Connor,Young,Male,United States,Single,1983-05-13,2026-01-05
11046,22045,AW00022045,Cameron,Chen,Male,United States,Single,1979-05-04,2026-01-05
11047,22046,AW00022046,Jasmine,Sanders,Female,United States,Single,1984-08-16,2026-01-05
11048,22047,AW00022047,David,Gonzales,Male,United States,Married,1979-12-13,2026-01-05
11049,22048,AW00022048,Grace,Washington,Female,United States,Married,1972-10-19,2026-01-05
11050,22049,AW00022049,Allen,Patel,Male,United States,Single,1978-05-03,2026-01-05
11051,22050,AW00022050,Richard,Bailey,Male,Canada,Single,1973-08-17,2026-01-05
11052,22051,AW00022051,Lauren,Rogers,Female,United States,Single,1974-06-04,2026-01-05
11053,22052,AW00022052,Zachary,Butler,Male,United States,Married,1979-05-05,2026-01-05
11054,22053,AW00022053,Jaime,Goel,Male,United States,Single,1979-12-12,2026-01-05
11055,22054,AW00022054,Russell,Raji,Male,United States,Single,1974-02-21,2026-01-05
11056,22055,AW00022055,Hannah,Clark,Female,United States,Married,1979-03-02,2026-01-05
11057,22056,AW00022056,Alex,Howard,Male,United States,Married,1984-08-17,2026-01-05
